rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,none,NH,4.32363283339989,0.245670043490647,1.34613017684499,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
2,none,NH,4.29197061210917,0.248330518967826,1.36229076119887,0,68,68,17,6.001,3.672,0,0,0,0,0,,0,0,0
3,none,NH,4.170907209288,0.254554820874342,1.35386593393534,0,57,57,14.25,5.03025,3.078,0,0,0,0,0,,0,0,0
4,none,NH,4.04765615601618,0.261776401657314,1.35332545278465,0,38,38,9.5,3.3535,2.052,0,0,0,0,0,,0,0,0
5,none,NH,4.23599342222298,0.249242455199609,1.3503612032476,0,66,66,16.5,5.8245,3.564,0,0,0,0,0,,0,0,0
6,none,NH,4.29521150499084,0.245862840943382,1.35738443567159,0,77,77,19.25,6.79525,4.158,0,0,0,0,0,,0,0,0
7,none,NH,4.27508508848709,0.247994251240343,1.35913535195454,0,51,51,12.75,4.50075,2.754,0,0,0,0,0,,0,0,0
8,none,NH,4.32888295190584,0.244577073592012,1.35172466316011,0,35,35,8.75,3.08875,1.89,0,0,0,0,0,,0,0,0
9,none,NH,4.21078147338288,0.251933876601098,1.34169717669685,0,67,67,16.75,5.91275,3.618,0,0,0,0,0,,0,0,0
10,none,NH,4.32263587519785,0.243330527027698,1.34641500158849,0,10,10,2.5,0.8825,0.54,0,0,0,0,0,,0,0,0
11,none,NH,4.45044451090415,0.235958911550822,1.35086863373803,0,11,11,2.75,0.97075,0.594,0,0,0,0,0,,0,0,0
12,none,NH,4.20219216030598,0.249771035417963,1.36005821687718,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
13,none,NH,4.37940630935879,0.242368644946871,1.3452304671726,0,77,77,19.25,6.79525,4.158,0,0,0,0,0,,0,0,0
14,none,NH,4.25352781577737,0.24857366734539,1.33454957465863,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
15,none,NH,4.43398535853104,0.238127157117881,1.35258944094674,0,41,41,10.25,3.61825,2.214,0,0,0,0,0,,0,0,0
16,none,NH,4.29946595975705,0.247266041542551,1.33657366345789,0,20,20,5,1.765,1.08,0,0,0,0,0,,0,0,0
17,none,NH,4.35748532511949,0.242866001132575,1.3421731067116,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
18,none,NH,4.29487845448473,0.245897330824252,1.35728059571725,0,70,70,17.5,6.1775,3.78,0,0,0,0,0,,0,0,0
19,none,NH,4.29317419037712,0.247711582469983,1.37327183667146,0,74,74,18.5,6.5305,3.996,0,0,0,0,0,,0,0,0
20,none,NH,4.32734732637044,0.245810023003271,1.34963666131872,0,70,70,17.5,6.1775,3.78,0,0,0,0,0,,0,0,0
21,none,NH,4.25945236434985,0.248693185678166,1.35586146396529,0,74,74,18.5,6.5305,3.996,0,0,0,0,0,,0,0,0
22,none,NH,4.26718783765146,0.247084683492307,1.3416544305156,0,8,8,2,0.706,0.432,0,0,0,0,0,,0,0,0
23,none,NH,4.37725766401895,0.241550303362047,1.36869424677449,0,64,64,16,5.648,3.456,0,0,0,0,0,,0,0,0
24,none,NH,4.20048063538212,0.253266882378911,1.35373608119956,0,50,50,12.5,4.4125,2.7,0,0,0,0,0,,0,0,0
25,none,NH,4.50876777483575,0.233946424419562,1.3400503226028,0,58,58,14.5,5.1185,3.132,0,0,0,0,0,,0,0,0
26,none,NH,4.14674436980905,0.254640797179977,1.362134959418,0,67,67,16.75,5.91275,3.618,0,0,0,0,0,,0,0,0
27,none,NH,4.32884046695619,0.241593972172844,1.35619060035915,0,29,29,7.25,2.55925,1.566,0,0,0,0,0,,0,0,0
28,none,NH,4.13396922249006,0.253920552546581,1.35634966839893,0,66,66,16.5,5.8245,3.564,0,0,0,0,0,,0,0,0
29,none,NH,4.27814610175659,0.247369446506571,1.35425220278442,0,69,69,17.25,6.08925,3.726,0,0,0,0,0,,0,0,0
30,none,NH,4.45546691740337,0.236259998315654,1.34061176718379,0,39,39,9.75,3.44175,2.106,0,0,0,0,0,,0,0,0
31,none,NH,4.28718570358867,0.245281667304263,1.35039082646813,0,46,46,11.5,4.0595,2.484,0,0,0,0,0,,0,0,0
32,none,NH,4.06829272195245,0.259252586160332,1.372799466442,0,72,72,18,6.354,3.888,0,0,0,0,0,,0,0,0
33,none,NH,4.29044190747756,0.247887706778691,1.3527876018807,0,64,64,16,5.648,3.456,0,0,0,0,0,,0,0,0
34,none,NH,4.35942468827885,0.244137341536944,1.33550778712851,0,11,11,2.75,0.97075,0.594,0,0,0,0,0,,0,0,0
35,none,NH,4.19530443127341,0.25440672214618,1.35979044677962,0,75,75,18.75,6.61875,4.05,0,0,0,0,0,,0,0,0
36,none,NH,4.30065676974603,0.245169922740628,1.35745275272264,0,69,69,17.25,6.08925,3.726,0,0,0,0,0,,0,0,0
37,none,NH,4.22230778204203,0.252386073153557,1.35405089000245,0,57,57,14.25,5.03025,3.078,0,0,0,0,0,,0,0,0
38,none,NH,4.30277542829892,0.246748791114233,1.3508870412916,0,59,59,14.75,5.20675,3.186,0,0,0,0,0,,0,0,0
39,none,NH,4.26263450329967,0.248649761061674,1.35654164591163,0,12,12,3,1.059,0.648,0,0,0,0,0,,0,0,0
40,none,NH,4.33020502983288,0.243058046960305,1.35499849689175,0,33,33,8.25,2.91225,1.782,0,0,0,0,0,,0,0,0
41,none,NH,4.34601218399435,0.243136049598934,1.34971930778304,0,59,59,14.75,5.20675,3.186,0,0,0,0,0,,0,0,0
42,none,NH,4.27297203957915,0.246811012321846,1.35388937352299,0,15,15,3.75,1.32375,0.81,0,0,0,0,0,,0,0,0
43,none,NH,4.37339244059075,0.242089354303085,1.35301374598443,0,41,41,10.25,3.61825,2.214,0,0,0,0,0,,0,0,0
44,none,NH,4.20425139520511,0.251595739088745,1.35933713397025,0,61,61,15.25,5.38325,3.294,0,0,0,0,0,,0,0,0
45,none,NH,4.40140282872437,0.240213207266265,1.34476723206958,0,45,45,11.25,3.97125,2.43,0,0,0,0,0,,0,0,0
46,none,NH,4.29484890183701,0.247177540390338,1.35172742283742,0,24,24,6,2.118,1.296,0,0,0,0,0,,0,0,0
47,none,NH,4.21734064539553,0.249985379560712,1.35263467421432,0,57,57,14.25,5.03025,3.078,0,0,0,0,0,,0,0,0
48,none,NH,4.29082609076136,0.247865984038995,1.34886034262911,0,63,63,15.75,5.55975,3.402,0,0,0,0,0,,0,0,0
49,none,NH,4.15667651409541,0.254576451371448,1.35399761528427,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
50,none,NH,4.30573224669949,0.243258872367867,1.34545159342994,0,7,7,1.75,0.61775,0.378,0,0,0,0,0,,0,0,0
51,none,NH,4.33211721935549,0.245248432989495,1.34827205032608,0,42,42,10.5,3.7065,2.268,0,0,0,0,0,,0,0,0
52,none,NH,4.34990979705541,0.243218263327547,1.35741348372136,0,64,64,16,5.648,3.456,0,0,0,0,0,,0,0,0
53,none,NH,4.44461990022977,0.23861800471289,1.33882204127765,0,17,17,4.25,1.50025,0.918,0,0,0,0,0,,0,0,0
54,none,NH,4.23575127438485,0.251052875054517,1.34884702909835,0,62,62,15.5,5.4715,3.348,0,0,0,0,0,,0,0,0
55,none,NH,4.36208378658031,0.241508961076228,1.34848723555754,0,59,59,14.75,5.20675,3.186,0,0,0,0,0,,0,0,0
56,none,NH,4.23879819638326,0.249016368386334,1.34403825166571,0,37,37,9.25,3.26525,1.998,0,0,0,0,0,,0,0,0
57,none,NH,4.23338146675655,0.248279602246044,1.34785790645176,0,19,19,4.75,1.67675,1.026,0,0,0,0,0,,0,0,0
58,none,NH,4.14365771686667,0.256904797910871,1.35305765556969,0,64,64,16,5.648,3.456,0,0,0,0,0,,0,0,0
59,none,NH,4.12879376267267,0.254012781085443,1.35655085972284,0,68,68,17,6.001,3.672,0,0,0,0,0,,0,0,0
60,none,NH,4.20027287620037,0.252319290632143,1.34333301623154,0,41,41,10.25,3.61825,2.214,0,0,0,0,0,,0,0,0
61,none,NH,4.25945560049385,0.248994172685884,1.35223913603361,0,49,49,12.25,4.32425,2.646,0,0,0,0,0,,0,0,0
62,none,NH,4.27921050377651,0.246420733717876,1.35382268879434,0,60,60,15,5.295,3.24,0,0,0,0,0,,0,0,0
63,none,NH,4.37344031720653,0.24136022128395,1.34503092076745,0,4,4,1,0.353,0.216,0,0,0,0,0,,0,0,0
64,none,NH,4.20762066948873,0.25097652581526,1.34918285539687,0,11,11,2.75,0.97075,0.594,0,0,0,0,0,,0,0,0
65,none,NH,4.30795961513811,0.244705899146936,1.34264482520659,0,57,57,14.25,5.03025,3.078,0,0,0,0,0,,0,0,0
66,none,NH,4.28533414998645,0.247527899077122,1.36215245178463,0,60,60,15,5.295,3.24,0,0,0,0,0,,0,0,0
67,none,NH,4.07108178796099,0.259118450722086,1.35767628202459,0,7,7,1.75,0.61775,0.378,0,0,0,0,0,,0,0,0
68,none,NH,4.45065109575453,0.236850564679312,1.34434270648618,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
69,none,NH,4.31781188983443,0.246240804801898,1.34584608721584,0,57,57,14.25,5.03025,3.078,0,0,0,0,0,,0,0,0
70,none,NH,4.43393512249897,0.236990407609567,1.3404621056968,0,17,17,4.25,1.50025,0.918,0,0,0,0,0,,0,0,0
71,none,NH,4.05518960035867,0.262248699904344,1.35733325286483,0,60,60,15,5.295,3.24,0,0,0,0,0,,0,0,0
72,none,NH,4.28484101925912,0.2459656830763,1.33843161366848,0,50,50,12.5,4.4125,2.7,0,0,0,0,0,,0,0,0
73,none,NH,4.25474077368681,0.247818732991804,1.35562211332455,0,5,5,1.25,0.44125,0.27,0,0,0,0,0,,0,0,0
74,none,NH,4.38835577179752,0.238960881265545,1.35017977985807,0,67,67,16.75,5.91275,3.618,0,0,0,0,0,,0,0,0
75,none,NH,4.42202496187033,0.241133502423139,1.35223025433526,0,60,60,15,5.295,3.24,0,0,0,0,0,,0,0,0
76,none,NH,4.28614925314479,0.247394626420687,1.3339984211363,0,61,61,15.25,5.38325,3.294,0,0,0,0,0,,0,0,0
77,none,NH,4.30548984355865,0.247261596889361,1.35423448127303,0,71,71,17.75,6.26575,3.834,0,0,0,0,0,,0,0,0
78,none,NH,4.19020189705978,0.252739190258335,1.34519566174016,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
79,none,NH,4.39649094395054,0.240104707749383,1.35458884232604,0,11,11,2.75,0.97075,0.594,0,0,0,0,0,,0,0,0
80,none,NH,4.19175573430153,0.252980222156204,1.34836277187719,0,45,45,11.25,3.97125,2.43,0,0,0,0,0,,0,0,0
81,none,NH,4.25130755784045,0.247306237906413,1.36216260748731,0,74,74,18.5,6.5305,3.996,0,0,0,0,0,,0,0,0
82,none,NH,4.23576830748035,0.24979775492506,1.36104859810595,0,26,26,6.5,2.2945,1.404,0,0,0,0,0,,0,0,0
83,none,NH,4.50024716545837,0.23310625149077,1.35313355274024,0,56,56,14,4.942,3.024,0,0,0,0,0,,0,0,0
84,none,NH,4.12491469881636,0.255638721817506,1.36366504282266,0,60,60,15,5.295,3.24,0,0,0,0,0,,0,0,0
