rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,dorm,4.29086135284437,0.246240021493367,1.34875026672595,0.05,1228,994,47.892,11.398296,0.1228,4479,4055,52534,0,28743,,589,28154,234
2,PCR,dorm,4.30281862409995,0.245544000227063,1.34949541715193,0.05,1185,966,46.215,10.99917,0.1185,4473,4088,52181,0,28806,,589,28217,219
3,PCR,dorm,4.27888817428698,0.247460368388081,1.34868904626252,0.05,1034,842,40.326,9.597588,0.1034,4063,3702,51608,0,28465,,533,27932,192
4,PCR,dorm,4.30754173701273,0.2455687597403,1.35150718307118,0.05,1520,1229,59.28,14.10864,0.152,5816,5253,51377,0,28612,,799,27813,291
5,PCR,dorm,4.31695572337273,0.244940514818156,1.34892715654283,0.05,1391,1156,54.249,12.911262,0.1391,4755,4309,51848,0,28321,,636,27685,235
6,PCR,dorm,4.31775825148596,0.244706784957572,1.34750272688376,0.05,1253,989,48.867,11.630346,0.1253,4792,4270,51328,0,28694,,625,28069,264
7,PCR,dorm,4.33719569913394,0.243937684566521,1.34823337721328,0.05,1304,1073,50.856,12.103728,0.1304,4842,4395,51845,0,28619,,643,27976,231
8,PCR,dorm,4.31112868758637,0.245263027116462,1.34931839042237,0.05,1145,936,44.655,10.62789,0.1145,4334,3957,51765,0,28679,,564,28115,209
9,PCR,dorm,4.29655854397832,0.245895946620048,1.34804543004582,0.05,1283,1048,50.037,11.908806,0.1283,4878,4423,51699,0,28741,,651,28090,235
10,PCR,dorm,4.29905001793401,0.245812205279189,1.34889444721801,0.05,1397,1144,54.483,12.966954,0.1397,5019,4567,51509,0,28329,,672,27657,253
11,PCR,dorm,4.32111185170644,0.244718255449334,1.34955927430488,0.05,1348,1102,52.572,12.512136,0.1348,4790,4331,51396,0,28456,,632,27824,246
12,PCR,dorm,4.31141489398846,0.245259218793061,1.3484582000946,0.05,1377,1103,53.703,12.781314,0.1377,5445,4972,52540,0,28939,,708,28231,274
13,PCR,dorm,4.30022954365259,0.245707585016115,1.35104966479329,0.05,1375,1118,53.625,12.76275,0.1375,5195,4694,51729,0,28603,,684,27919,257
14,PCR,dorm,4.27532036729747,0.247527096414962,1.35262058749893,0.05,1272,1057,49.608,11.806704,0.1272,4720,4267,51959,0,28551,,634,27917,215
15,PCR,dorm,4.28622104129756,0.246890250786538,1.34907499343549,0.05,1289,1052,50.271,11.964498,0.1289,4884,4486,51740,0,28542,,641,27901,237
