rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,dorm,4.27296642556575,0.247782182386186,1.34782157628671,0.02,1549,1430,60.411,14.377818,0.1549,3599,3349,22168,0,11599,,325,11274,119
2,PCR,dorm,4.30785295161456,0.245209468123984,1.35130055792348,0.02,1482,1360,57.798,13.755924,0.1482,3343,3062,21934,0,11428,,301,11127,122
3,PCR,dorm,4.3171745322877,0.244635324629916,1.35126254617363,0.02,1507,1388,58.773,13.987974,0.1507,3410,3173,22067,0,11401,,303,11098,119
4,PCR,dorm,4.29770686483164,0.245887238004915,1.35010664033094,0.02,1410,1310,54.99,13.08762,0.141,2933,2750,21602,0,11371,,266,11105,100
5,PCR,dorm,4.28099515935137,0.247019676648061,1.35081015184089,0.02,1507,1392,58.773,13.987974,0.1507,3740,3550,21802,0,11423,,333,11090,115
6,PCR,dorm,4.29200576500527,0.246307921890318,1.34926638755703,0.02,1536,1405,59.904,14.257152,0.1536,3660,3386,21730,0,11437,,339,11098,131
7,PCR,dorm,4.30436334055066,0.245624112497921,1.35002462494256,0.02,1487,1363,57.993,13.802334,0.1487,3804,3536,22226,0,11584,,344,11240,124
8,PCR,dorm,4.27434367208107,0.247756447601396,1.35047520687045,0.02,1469,1337,57.291,13.635258,0.1469,3271,3037,22156,0,11551,,308,11243,132
9,PCR,dorm,4.28336996698084,0.247295089059552,1.34993934968917,0.02,1659,1525,64.701,15.398838,0.1659,3998,3751,21310,0,11404,,345,11059,134
10,PCR,dorm,4.31040468384892,0.245278683321168,1.34863775014729,0.02,1488,1363,58.032,13.811616,0.1488,3670,3423,22176,0,11495,,332,11163,125
11,PCR,dorm,4.31579096489901,0.244755683102286,1.34943998323219,0.02,1541,1425,60.099,14.303562,0.1541,3508,3295,21892,0,11471,,319,11152,116
12,PCR,dorm,4.33976395984228,0.243767750099127,1.34899655321733,0.02,1453,1324,56.667,13.486746,0.1453,3507,3276,21900,0,11502,,313,11189,129
13,PCR,dorm,4.30467046395877,0.245587101162172,1.34962819160364,0.02,1467,1327,57.213,13.616694,0.1467,3874,3597,21757,0,11755,,342,11413,140
14,PCR,dorm,4.31215763098333,0.245423096209901,1.34971968893308,0.02,1545,1425,60.255,14.34069,0.1545,3364,3137,21922,0,11469,,316,11153,120
15,PCR,dorm,4.32482569862646,0.244552663005663,1.3481182344561,0.02,1607,1479,62.673,14.916174,0.1607,3774,3572,22074,0,11308,,335,10973,128
16,PCR,dorm,4.29320683647499,0.246287375492782,1.35003982779235,0.02,1616,1489,63.024,14.999712,0.1616,3931,3701,22215,0,11488,,353,11135,127
