rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,none,NH,4.29705037030733,0.247647089718376,1.36157980919539,0,6,6,1.5,0.5295,0.324,0,0,0,0,0,,0,0,0
2,none,NH,4.41176665413774,0.237723003803413,1.33738784940203,0,12,12,3,1.059,0.648,0,0,0,0,0,,0,0,0
3,none,NH,4.2645214344693,0.248579344863074,1.34308485632398,0,53,53,13.25,4.67725,2.862,0,0,0,0,0,,0,0,0
4,none,NH,4.34168452958918,0.242492276780405,1.33825723390201,0,69,69,17.25,6.08925,3.726,0,0,0,0,0,,0,0,0
5,none,NH,4.21785746269426,0.250049869643689,1.35893276290055,0,61,61,15.25,5.38325,3.294,0,0,0,0,0,,0,0,0
6,none,NH,4.36341890034745,0.242969373726057,1.35595644875706,0,72,72,18,6.354,3.888,0,0,0,0,0,,0,0,0
7,none,NH,4.26575228537405,0.24876061522914,1.35581100236459,0,63,63,15.75,5.55975,3.402,0,0,0,0,0,,0,0,0
8,none,NH,4.21459148214475,0.249635428665249,1.35084654989417,0,22,22,5.5,1.9415,1.188,0,0,0,0,0,,0,0,0
9,none,NH,4.40618000276304,0.241759890826569,1.33889364183691,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
10,none,NH,4.55791056436201,0.231023173622654,1.36547558136091,0,66,66,16.5,5.8245,3.564,0,0,0,0,0,,0,0,0
11,none,NH,4.19772551820042,0.253193815445701,1.35802176768919,0,47,47,11.75,4.14775,2.538,0,0,0,0,0,,0,0,0
12,none,NH,4.31176893306288,0.247626975858823,1.34746380103983,0,62,62,15.5,5.4715,3.348,0,0,0,0,0,,0,0,0
13,none,NH,4.2830681128538,0.246240759009894,1.33799880077085,0,76,76,19,6.707,4.104,0,0,0,0,0,,0,0,0
14,none,NH,4.46432429066269,0.23353555466043,1.35253799685558,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
15,none,NH,4.30501983459845,0.243653432058746,1.35528446924296,0,7,7,1.75,0.61775,0.378,0,0,0,0,0,,0,0,0
16,none,NH,4.40360816297776,0.24059974207073,1.34546953087078,0,38,38,9.5,3.3535,2.052,0,0,0,0,0,,0,0,0
17,none,NH,4.28443341027936,0.244936591530857,1.3504684813369,0,75,75,18.75,6.61875,4.05,0,0,0,0,0,,0,0,0
18,none,NH,4.25967732235872,0.247300113062159,1.34543784668411,0,41,41,10.25,3.61825,2.214,0,0,0,0,0,,0,0,0
19,none,NH,4.25626808109389,0.249277625687092,1.35358707189795,0,31,31,7.75,2.73575,1.674,0,0,0,0,0,,0,0,0
20,none,NH,4.44976990001027,0.238249504912662,1.35918288128958,0,34,34,8.5,3.0005,1.836,0,0,0,0,0,,0,0,0
21,none,NH,4.28890947656116,0.24507521552359,1.35285964313028,0,61,61,15.25,5.38325,3.294,0,0,0,0,0,,0,0,0
22,none,NH,4.27745572590214,0.250293807231788,1.36025070370668,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
23,none,NH,4.163800462375,0.253289391474697,1.35764003434463,0,64,64,16,5.648,3.456,0,0,0,0,0,,0,0,0
24,none,NH,4.24203991806411,0.250340888551888,1.34279512045813,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
25,none,NH,4.26984006158251,0.247559741365974,1.35190041281172,0,55,55,13.75,4.85375,2.97,0,0,0,0,0,,0,0,0
26,none,NH,4.39245955738248,0.240013730155119,1.35057453403969,0,44,44,11,3.883,2.376,0,0,0,0,0,,0,0,0
27,none,NH,4.30514647071204,0.246531171622529,1.35929698482972,0,61,61,15.25,5.38325,3.294,0,0,0,0,0,,0,0,0
28,none,NH,4.39246165129116,0.240473203057414,1.34384146367227,0,66,66,16.5,5.8245,3.564,0,0,0,0,0,,0,0,0
29,none,NH,4.40047392596002,0.23800113222457,1.33266252616287,0,10,10,2.5,0.8825,0.54,0,0,0,0,0,,0,0,0
30,none,NH,4.25595938634026,0.247881996562271,1.35944245047844,0,45,45,11.25,3.97125,2.43,0,0,0,0,0,,0,0,0
31,none,NH,4.31812524158775,0.245527400619785,1.3457932763461,0,63,63,15.75,5.55975,3.402,0,0,0,0,0,,0,0,0
32,none,NH,4.35720130627938,0.238782411360942,1.35361306756841,0,7,7,1.75,0.61775,0.378,0,0,0,0,0,,0,0,0
33,none,NH,4.40212168086062,0.240895960756944,1.33596121135703,0,44,44,11,3.883,2.376,0,0,0,0,0,,0,0,0
34,none,NH,4.30494174974473,0.246690778788344,1.34640642297616,0,31,31,7.75,2.73575,1.674,0,0,0,0,0,,0,0,0
35,none,NH,4.15993651775689,0.253221559491498,1.35294534559846,0,79,79,19.75,6.97175,4.266,0,0,0,0,0,,0,0,0
36,none,NH,4.34072938480433,0.243000250211843,1.3401472725207,0,35,35,8.75,3.08875,1.89,0,0,0,0,0,,0,0,0
37,none,NH,4.18485532025161,0.252176512198407,1.34299481406458,0,18,18,4.5,1.5885,0.972,0,0,0,0,0,,0,0,0
38,none,NH,4.36179546268408,0.241916983057798,1.36596347207001,0,45,45,11.25,3.97125,2.43,0,0,0,0,0,,0,0,0
39,none,NH,4.32432007914879,0.245131993032051,1.36398363695803,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
40,none,NH,4.35690780186122,0.241109626348583,1.35251044433928,0,45,45,11.25,3.97125,2.43,0,0,0,0,0,,0,0,0
41,none,NH,4.22348976948133,0.251128746492104,1.33805314281444,0,50,50,12.5,4.4125,2.7,0,0,0,0,0,,0,0,0
42,none,NH,4.36936132556547,0.242077591947947,1.34553779202864,0,52,52,13,4.589,2.808,0,0,0,0,0,,0,0,0
43,none,NH,4.37245633948576,0.240931246946052,1.33558792686436,0,66,66,16.5,5.8245,3.564,0,0,0,0,0,,0,0,0
44,none,NH,4.14019231666894,0.255044810504333,1.34625442930553,0,52,52,13,4.589,2.808,0,0,0,0,0,,0,0,0
45,none,NH,4.3023845869619,0.246858626409432,1.34941777900682,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
46,none,NH,4.34429289841019,0.244250710087383,1.34812799897621,0,5,5,1.25,0.44125,0.27,0,0,0,0,0,,0,0,0
47,none,NH,4.25433873594646,0.249528107408821,1.37011486367175,0,68,68,17,6.001,3.672,0,0,0,0,0,,0,0,0
48,none,NH,4.27667316056714,0.248045175736883,1.34246592813098,0,37,37,9.25,3.26525,1.998,0,0,0,0,0,,0,0,0
49,none,NH,4.42838532065023,0.240517604445002,1.35124430562217,0,59,59,14.75,5.20675,3.186,0,0,0,0,0,,0,0,0
50,none,NH,4.19605367807118,0.252003374933023,1.34995065685777,0,70,70,17.5,6.1775,3.78,0,0,0,0,0,,0,0,0
51,none,NH,4.39859625758502,0.241535126987679,1.35345134616249,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
