rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,dorm,4.27273733993636,0.247877639875073,1.34662482358795,0.02,1450,1325,56.55,13.4589,0.145,3823,3589,21780,0,11485,,341,11144,125
2,PCR,dorm,4.33508449288033,0.244095479246914,1.34919975157138,0.02,1583,1454,61.737,14.693406,0.1583,3478,3238,21895,0,11447,,319,11128,129
3,PCR,dorm,4.31011710368835,0.245412266902437,1.35136846662169,0.02,1486,1366,57.954,13.793052,0.1486,3489,3264,21478,0,11345,,316,11029,120
4,PCR,dorm,4.26190669453793,0.248745348880018,1.34900510285187,0.02,1533,1407,59.787,14.229306,0.1533,3589,3366,21963,0,11486,,324,11162,126
5,PCR,dorm,4.3244049754535,0.244567553715654,1.35069397835298,0.02,1565,1442,61.035,14.52633,0.1565,3423,3195,21830,0,11429,,322,11107,123
6,PCR,dorm,4.30031059516897,0.246129307501776,1.34959557211723,0.02,1647,1506,64.233,15.287454,0.1647,3818,3599,21931,0,11412,,353,11059,141
7,PCR,dorm,4.31407348202336,0.245002851110906,1.35134398896917,0.02,1547,1421,60.333,14.359254,0.1547,3625,3376,21444,0,11337,,330,11007,126
8,PCR,dorm,4.27324586288239,0.247800114031962,1.35199522172662,0.02,1671,1542,65.169,15.510222,0.1671,3658,3403,21834,0,11384,,347,11037,129
9,PCR,dorm,4.31499448440555,0.245154002378819,1.34916810321316,0.02,1591,1472,62.049,14.767662,0.1591,3632,3428,21475,0,11526,,334,11192,119
10,PCR,dorm,4.30267380073925,0.245445637419507,1.35070243143417,0.02,1461,1321,56.979,13.561002,0.1461,3669,3396,22386,0,11634,,322,11312,140
11,PCR,dorm,4.27759082844213,0.247171714853094,1.34789027243917,0.02,1701,1557,66.339,15.788682,0.1701,4104,3841,21568,0,11428,,363,11065,144
12,PCR,dorm,4.29143498259583,0.246793596794067,1.34876262127497,0.02,1496,1360,58.344,13.885872,0.1496,3749,3486,21881,0,11473,,337,11136,136
13,PCR,dorm,4.28901487548073,0.246529353350382,1.34836463778515,0.02,1512,1399,58.968,14.034384,0.1512,3273,3050,22037,0,11530,,294,11236,113
14,PCR,dorm,4.29760002197831,0.246183253850894,1.35032160129919,0.02,1693,1566,66.027,15.714426,0.1693,4217,3979,21449,0,11470,,367,11103,127
15,PCR,dorm,4.30338204998576,0.245347968829373,1.3470163093001,0.02,1474,1346,57.486,13.681668,0.1474,3484,3241,22090,0,11524,,320,11204,128
16,PCR,dorm,4.26225075479793,0.248511257200806,1.35241940461432,0.02,1497,1371,58.383,13.895154,0.1497,3753,3510,22194,0,11573,,339,11234,126
17,PCR,dorm,4.31910698866464,0.244604411164007,1.35111236255345,0.02,1556,1436,60.684,14.442792,0.1556,3822,3610,22163,0,11594,,348,11246,120
18,PCR,dorm,4.295606203352,0.246489086232729,1.34949907818082,0.02,1647,1509,64.233,15.287454,0.1647,3687,3437,21749,0,11287,,338,10949,138
19,PCR,dorm,4.27930721555837,0.247357088499676,1.34934396459326,0.02,1555,1445,60.645,14.43351,0.1555,3252,3064,22216,0,11405,,303,11102,110
20,PCR,dorm,4.28838279380431,0.247063936763578,1.35234283692075,0.02,1726,1595,67.314,16.020732,0.1726,3927,3666,22227,0,11546,,358,11188,131
21,PCR,dorm,4.29793794469556,0.245828271757511,1.35069957997218,0.02,1645,1521,64.155,15.26889,0.1645,3635,3417,21492,0,11464,,325,11139,124
22,PCR,dorm,4.30897523178589,0.245532319610276,1.35013680361364,0.02,1676,1532,65.364,15.556632,0.1676,3928,3655,22216,0,11476,,358,11118,144
23,PCR,dorm,4.31587523210492,0.244758421929362,1.35147802827084,0.02,1616,1472,63.024,14.999712,0.1616,3744,3470,21640,0,11449,,343,11106,144
24,PCR,dorm,4.29067135357585,0.24686418273194,1.34794576675507,0.02,1566,1455,61.074,14.535612,0.1566,3395,3156,21895,0,11368,,316,11052,111
25,PCR,dorm,4.29694591313065,0.246256550156203,1.34997625041988,0.02,1615,1484,62.985,14.99043,0.1615,3799,3541,21123,0,11433,,343,11090,131
26,PCR,dorm,4.33181912641714,0.244210262869053,1.34795172065763,0.02,1571,1427,61.269,14.582022,0.1571,3938,3688,21956,0,11606,,359,11247,144
27,PCR,dorm,4.31488940273007,0.245019780850219,1.3512551522013,0.02,1595,1471,62.205,14.80479,0.1595,3970,3744,21936,0,11432,,365,11067,124
28,PCR,dorm,4.31933950552449,0.244604694643697,1.35017181556253,0.02,1609,1464,62.751,14.934738,0.1609,3945,3678,22315,0,11473,,358,11115,145
29,PCR,dorm,4.30046732846432,0.245808829585246,1.34880579451314,0.02,1688,1557,65.832,15.668016,0.1688,3758,3528,22435,0,11679,,354,11325,131
30,PCR,dorm,4.30896186303463,0.245354284690889,1.34791476452779,0.02,1484,1362,57.876,13.774488,0.1484,3317,3126,21735,0,11457,,296,11161,122
31,PCR,dorm,4.30748889449882,0.245384020403092,1.35052311778736,0.02,1655,1527,64.545,15.36171,0.1655,3731,3466,22263,0,11561,,346,11215,128
32,PCR,dorm,4.30391024579887,0.245716229094134,1.35013547605946,0.02,1437,1336,56.043,13.338234,0.1437,2924,2720,22266,0,11503,,268,11235,101
33,PCR,dorm,4.3466673024117,0.243486209517977,1.34941146799232,0.02,1433,1322,55.887,13.301106,0.1433,3181,2963,21951,0,11453,,294,11159,111
