rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,NH,4.30670552208448,0.247461586158283,1.3332850473133,0.01,49,46,12.25,4.32425,2.646,39,31,387,0,182,,4,178,3
2,PCR,NH,4.36863009742747,0.240789027078575,1.33727675402597,0.01,63,61,15.75,5.55975,3.402,81,74,425,0,209,,8,201,2
3,PCR,NH,4.46862519719168,0.235359582004052,1.33651876054603,0.01,22,22,5.5,1.9415,1.188,14,14,355,0,180,,1,179,0
4,PCR,NH,4.29520196730668,0.24495471450885,1.36673163642858,0.01,55,55,13.75,4.85375,2.97,41,41,322,0,188,,4,184,0
5,PCR,NH,4.22258461851507,0.249371150287371,1.35176839960306,0.01,37,33,9.25,3.26525,1.998,78,65,273,0,170,,6,164,4
6,PCR,NH,4.20304633634128,0.252500383756475,1.34004399671685,0.01,59,55,14.75,5.20675,3.186,46,38,267,0,165,,6,159,4
7,PCR,NH,4.39575995295493,0.241383179951845,1.33881308802468,0.01,33,32,8.25,2.91225,1.782,53,50,382,0,187,,4,183,1
8,PCR,NH,4.29126368898133,0.247442469950098,1.36235221724722,0.01,31,30,7.75,2.73575,1.674,28,24,313,0,190,,3,187,1
9,PCR,NH,4.30736539669031,0.2455864427165,1.34258688040802,0.01,49,44,12.25,4.32425,2.646,99,87,401,0,204,,8,196,5
10,PCR,NH,4.27036083299704,0.246999352486364,1.35079434967996,0.01,65,62,16.25,5.73625,3.51,132,125,355,0,186,,12,174,3
11,PCR,NH,4.42626257110894,0.238455060147705,1.34169585472134,0.01,47,43,11.75,4.14775,2.538,53,48,360,0,196,,5,191,4
12,PCR,NH,4.20049758674439,0.249930544258401,1.33912405018547,0.01,37,37,9.25,3.26525,1.998,9,9,334,0,190,,1,189,0
13,PCR,NH,4.24327033383421,0.24786159286349,1.36089348247169,0.01,43,40,10.75,3.79475,2.322,42,36,386,0,199,,4,195,3
14,PCR,NH,4.43320408496213,0.23942935259373,1.35249132035429,0.01,40,40,10,3.53,2.16,47,47,335,0,186,,5,181,0
15,PCR,NH,4.37958992511578,0.239725703941453,1.36079579485986,0.01,60,58,15,5.295,3.24,81,78,377,0,186,,7,179,2
16,PCR,NH,4.19409947391775,0.251320019869828,1.35615624890981,0.01,41,37,10.25,3.61825,2.214,81,78,388,0,184,,7,177,4
17,PCR,NH,4.32001542797875,0.243687610231569,1.35973946098768,0.01,64,64,16,5.648,3.456,8,8,300,0,172,,1,171,0
18,PCR,NH,4.40871844332029,0.237264293803577,1.35669324669023,0.01,36,34,9,3.177,1.944,64,60,375,0,185,,5,180,2
19,PCR,NH,4.29857532836193,0.246997391242742,1.35302449718399,0.01,64,63,16,5.648,3.456,103,100,390,0,229,,8,221,1
20,PCR,NH,4.46283910486543,0.236167178241624,1.35170624784291,0.01,59,57,14.75,5.20675,3.186,65,63,398,0,186,,8,178,2
21,PCR,NH,4.27695476065832,0.245320989462539,1.35165847104324,0.01,73,69,18.25,6.44225,3.942,107,100,276,0,157,,8,149,4
22,PCR,NH,4.39560961129448,0.237969683218237,1.3463460317995,0.01,52,50,13,4.589,2.808,53,52,403,0,197,,4,193,2
23,PCR,NH,4.10536677018453,0.25829617160667,1.36456747322625,0.01,66,65,16.5,5.8245,3.564,86,80,344,0,180,,9,171,1
24,PCR,NH,4.25591353291212,0.246695047475372,1.35311577586609,0.01,39,37,9.75,3.44175,2.106,39,37,277,0,171,,3,168,2
25,PCR,NH,4.33123757058598,0.245458944291272,1.3389734359548,0.01,60,58,15,5.295,3.24,87,87,382,0,188,,8,180,2
26,PCR,NH,4.31049671051424,0.245241522845089,1.3438515778465,0.01,48,44,12,4.236,2.592,85,79,355,0,186,,7,179,4
27,PCR,NH,4.32858417871925,0.244101081112384,1.33074858669874,0.01,8,8,2,0.706,0.432,0,0,353,0,199,,0,199,0
28,PCR,NH,4.27539647872892,0.248831304498348,1.33499652567887,0.01,55,54,13.75,4.85375,2.97,25,22,332,0,164,,2,162,1
29,PCR,NH,4.23906530464935,0.249149856247736,1.36290671255066,0.01,55,53,13.75,4.85375,2.97,74,68,349,0,200,,7,193,2
30,PCR,NH,4.40159577581026,0.239985923399183,1.33263341730212,0.01,36,35,9,3.177,1.944,27,27,318,0,155,,2,153,1
31,PCR,NH,4.24435867312742,0.250527411543702,1.34113464485508,0.01,10,9,2.5,0.8825,0.54,11,8,328,0,186,,1,185,1
32,PCR,NH,4.52736380463973,0.233275045071529,1.34772832032413,0.01,52,48,13,4.589,2.808,59,49,442,0,199,,6,193,4
33,PCR,NH,4.32278568636036,0.24562813593085,1.34781251994612,0.01,38,34,9.5,3.3535,2.052,88,77,331,0,171,,8,163,4
34,PCR,NH,4.36340790931965,0.242308765294588,1.34814318669015,0.01,62,62,15.5,5.4715,3.348,35,35,368,0,193,,3,190,0
35,PCR,NH,4.25447846035113,0.248921547692091,1.36548106597902,0.01,64,62,16,5.648,3.456,101,97,331,0,170,,8,162,2
36,PCR,NH,4.34861405508565,0.240283223978656,1.36121968007623,0.01,44,44,11,3.883,2.376,26,26,395,0,188,,2,186,0
37,PCR,NH,4.28894096968354,0.247868271396701,1.36546453685767,0.01,16,16,4,1.412,0.864,14,14,379,0,187,,1,186,0
38,PCR,NH,4.18629180980422,0.252511726968581,1.35353616118491,0.01,77,75,19.25,6.79525,4.158,91,85,367,0,184,,9,175,2
39,PCR,NH,4.23531602755521,0.249415608473321,1.35483246795593,0.01,38,35,9.5,3.3535,2.052,69,63,361,0,182,,6,176,3
40,PCR,NH,4.1316655189615,0.253652124699786,1.35701347596132,0.01,59,57,14.75,5.20675,3.186,72,70,327,0,194,,6,188,2
