rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,none,NH,4.32925098336781,0.243400452457013,1.33994535749345,0,43,43,10.75,3.79475,2.322,0,0,0,0,0,,0,0,0
2,none,NH,4.42406867973617,0.239140722115814,1.34589394265463,0,69,69,17.25,6.08925,3.726,0,0,0,0,0,,0,0,0
3,none,NH,4.34216962940668,0.244220615887051,1.35707472988824,0,33,33,8.25,2.91225,1.782,0,0,0,0,0,,0,0,0
4,none,NH,4.45452081652515,0.235950533992621,1.35087563381115,0,25,25,6.25,2.20625,1.35,0,0,0,0,0,,0,0,0
5,none,NH,4.06759815871955,0.257364856216977,1.34633924309487,0,52,52,13,4.589,2.808,0,0,0,0,0,,0,0,0
6,none,NH,4.23846140905827,0.248082879628587,1.36377786826573,0,47,47,11.75,4.14775,2.538,0,0,0,0,0,,0,0,0
7,none,NH,4.40136030793218,0.240541330450204,1.35677466455981,0,9,9,2.25,0.79425,0.486,0,0,0,0,0,,0,0,0
8,none,NH,4.19666120564971,0.252030583182037,1.35720373122736,0,12,12,3,1.059,0.648,0,0,0,0,0,,0,0,0
9,none,NH,4.27221665228579,0.247149744440794,1.35478412421872,0,51,51,12.75,4.50075,2.754,0,0,0,0,0,,0,0,0
10,none,NH,4.36936577828693,0.242942179727615,1.34597607949232,0,67,67,16.75,5.91275,3.618,0,0,0,0,0,,0,0,0
11,none,NH,4.07509484456502,0.260246454787522,1.35464323252961,0,52,52,13,4.589,2.808,0,0,0,0,0,,0,0,0
12,none,NH,4.3343904092516,0.241602587100954,1.33710857172736,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
13,none,NH,4.35038851493979,0.241749428434521,1.35859016006983,0,52,52,13,4.589,2.808,0,0,0,0,0,,0,0,0
14,none,NH,4.4845532718382,0.232816889094729,1.34479563569553,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
15,none,NH,4.10771022422036,0.25894589272321,1.34427407079764,0,48,48,12,4.236,2.592,0,0,0,0,0,,0,0,0
16,none,NH,4.31535551137623,0.245652254984957,1.36309620955876,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
17,none,NH,4.2788774175219,0.247713298409648,1.34821836517958,0,75,75,18.75,6.61875,4.05,0,0,0,0,0,,0,0,0
18,none,NH,4.1354266939634,0.254332916085464,1.34845061929652,0,65,65,16.25,5.73625,3.51,0,0,0,0,0,,0,0,0
19,none,NH,4.33656637288381,0.243624897427217,1.32746845158509,0,35,35,8.75,3.08875,1.89,0,0,0,0,0,,0,0,0
20,none,NH,4.36825526810832,0.242424382575901,1.35476557600547,0,35,35,8.75,3.08875,1.89,0,0,0,0,0,,0,0,0
21,none,NH,4.36936293621501,0.240753915864895,1.35399153542516,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
22,none,NH,4.23661559413574,0.244902971556855,1.36417619052878,0,56,56,14,4.942,3.024,0,0,0,0,0,,0,0,0
23,none,NH,4.34231192029616,0.243530732591472,1.35624990298178,0,54,54,13.5,4.7655,2.916,0,0,0,0,0,,0,0,0
24,none,NH,4.31076241310658,0.245160099188952,1.34599809762261,0,14,14,3.5,1.2355,0.756,0,0,0,0,0,,0,0,0
