rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,NH,4.2078274269994,0.250138670408905,1.35123435424636,0.02,56,49,14,4.942,3.024,186,170,398,0,374,,17,357,7
2,PCR,NH,4.23566842748055,0.250700206327255,1.35065943533486,0.02,6,4,1.5,0.5295,0.324,30,25,320,0,372,,3,369,2
3,PCR,NH,4.48519425865927,0.2348344910054,1.3525320071946,0.02,47,42,11.75,4.14775,2.538,147,141,379,0,360,,12,348,5
4,PCR,NH,4.19430641157387,0.252440374683618,1.35497938357985,0.02,45,40,11.25,3.97125,2.43,99,86,326,0,355,,8,347,5
5,PCR,NH,4.29153317364836,0.24823733250423,1.3588730812437,0.02,65,62,16.25,5.73625,3.51,141,140,363,0,372,,11,361,3
6,PCR,NH,4.31900769514447,0.241512188363204,1.35188551141101,0.02,52,47,13,4.589,2.808,75,65,418,0,382,,7,375,5
7,PCR,NH,4.10839299378124,0.257987215067483,1.35620353928177,0.02,64,58,16,5.648,3.456,150,139,408,0,343,,13,330,6
8,PCR,NH,4.37435004159734,0.242312445531895,1.34705908597807,0.02,37,32,9.25,3.26525,1.998,142,134,345,0,365,,13,352,5
9,PCR,NH,4.362175188191,0.240663721506964,1.34932826712824,0.02,20,19,5,1.765,1.08,54,54,327,0,346,,6,340,1
10,PCR,NH,4.41733490956929,0.239171886255764,1.34608593406248,0.02,47,44,11.75,4.14775,2.538,149,144,414,0,391,,13,378,3
11,PCR,NH,4.37926627095365,0.242217030996122,1.33936029030264,0.02,59,54,14.75,5.20675,3.186,174,170,341,0,369,,14,355,5
12,PCR,NH,4.16237551781469,0.253439217375903,1.35126013346593,0.02,45,42,11.25,3.97125,2.43,147,144,366,0,372,,13,359,3
13,PCR,NH,4.3577012150968,0.242026665747156,1.35287252542872,0.02,52,47,13,4.589,2.808,162,146,340,0,365,,14,351,5
14,PCR,NH,4.46948619698045,0.237972238752065,1.34842126961097,0.02,37,36,9.25,3.26525,1.998,70,70,386,0,371,,6,365,1
15,PCR,NH,4.28028446096687,0.248456787499035,1.34772586534284,0.02,50,46,12.5,4.4125,2.7,172,166,418,0,412,,14,398,4
16,PCR,NH,4.21923286502231,0.250598130159632,1.34961282087278,0.02,49,48,12.25,4.32425,2.646,57,57,394,0,385,,8,377,1
17,PCR,NH,4.28281970562755,0.247446827342316,1.34808542479895,0.02,48,42,12,4.236,2.592,182,172,370,0,394,,15,379,6
18,PCR,NH,4.29330250399722,0.246943682908721,1.35509438879147,0.02,49,42,12.25,4.32425,2.646,188,175,356,0,384,,16,368,7
19,PCR,NH,4.33786637357224,0.243297097227445,1.35815076571981,0.02,61,58,15.25,5.38325,3.294,219,215,375,0,350,,20,330,3
20,PCR,NH,4.29090892946726,0.245075179587713,1.35851695965146,0.02,47,42,11.75,4.14775,2.538,123,110,427,0,395,,13,382,5
