rep,test.strategy,location,infectious_period,gamma,R0,prop.testing,infections,missed.infections,hospitalizations,ICU,deaths,days.quarantine,days.false.quarantine,time.waiting,n.reflexes,n.tests,n.alt.tests,positive.tests,negative.tests,caught.infs
1,PCR,NH,4.16990119604956,0.253898361542171,1.346701982246,0.01,57,55,14.25,5.03025,3.078,78,72,174,0,160,,7,153,2
2,PCR,NH,4.31597851638332,0.248897772385952,1.35431385354674,0.01,70,69,17.5,6.1775,3.78,73,68,209,0,173,,6,167,1
3,PCR,NH,4.39626657207275,0.240917704233759,1.35264044086481,0.01,42,40,10.5,3.7065,2.268,81,79,148,0,171,,7,164,2
4,PCR,NH,4.47340672342337,0.237131611411688,1.35355725103809,0.01,30,30,7.5,2.6475,1.62,28,28,171,0,172,,2,170,0
5,PCR,NH,4.17952307831533,0.254190942226598,1.34406133325203,0.01,68,67,17,6.001,3.672,53,53,161,0,189,,4,185,1
6,PCR,NH,4.40814955339785,0.239029435642253,1.35003347761311,0.01,56,55,14,4.942,3.024,51,49,178,0,181,,4,177,1
7,PCR,NH,4.19431044942155,0.251922269973545,1.33391777127728,0.01,63,58,15.75,5.55975,3.402,138,125,194,0,180,,11,169,5
8,PCR,NH,4.32151204122387,0.246086754887069,1.34218924961809,0.01,62,60,15.5,5.4715,3.348,65,58,143,0,147,,5,142,2
9,PCR,NH,4.31783597760253,0.244004040300992,1.34422593558032,0.01,49,44,12.25,4.32425,2.646,80,69,164,0,192,,6,186,5
10,PCR,NH,4.24343594130876,0.249331884757442,1.3561629675225,0.01,33,32,8.25,2.91225,1.782,54,54,193,0,201,,4,197,1
11,PCR,NH,4.34122576451409,0.242890867354405,1.3405680669905,0.01,61,58,15.25,5.38325,3.294,34,28,138,0,179,,4,175,3
12,PCR,NH,4.20652607633308,0.250440625633923,1.36965827159906,0.01,73,70,18.25,6.44225,3.942,101,91,153,0,186,,9,177,3
13,PCR,NH,4.29080449717378,0.246635330363297,1.35720075976938,0.01,55,54,13.75,4.85375,2.97,40,37,184,0,199,,3,196,1
14,PCR,NH,4.17432649780784,0.253480136692988,1.34516275869406,0.01,56,53,14,4.942,3.024,79,69,149,0,175,,6,169,3
15,PCR,NH,4.22431344240258,0.250690257871299,1.33972226712867,0.01,59,56,14.75,5.20675,3.186,84,73,174,0,204,,7,197,3
16,PCR,NH,4.00580474188238,0.26416629607139,1.36104756242775,0.01,51,49,12.75,4.50075,2.754,91,83,206,0,187,,8,179,2
17,PCR,NH,4.29736363043603,0.244142903095597,1.34069389032827,0.01,53,50,13.25,4.67725,2.862,80,70,201,0,206,,7,199,3
18,PCR,NH,4.26036137383348,0.246771551240815,1.35478749691329,0.01,58,57,14.5,5.1185,3.132,55,55,156,0,175,,4,171,1
19,PCR,NH,4.12603128729711,0.259526204140437,1.35923080872629,0.01,68,61,17,6.001,3.672,153,145,200,0,180,,13,167,7
20,PCR,NH,4.30802327996157,0.245348076417127,1.34128946726312,0.01,74,74,18.5,6.5305,3.996,50,50,200,0,194,,4,190,0
21,PCR,NH,4.32245796680829,0.243760075269449,1.35562779733446,0.01,66,63,16.5,5.8245,3.564,112,108,189,0,172,,9,163,3
